ID,Species,Animal_Class,WQ_Principles,WQ_Criteria,Welfare_Hazards_Animal,Welfare_Hazards_Consequences,Welfare_Hazards_Affective_States,Welfare_Hazards_Impact,Ease_of_Hazard_Mitigation,Welfare_Indicator,Indicator_Type,Indicator_Dimensions,Indicator_Ease,Indicator_Resources,Hazards_Source_1,Hazards_Source_2,Global_Usage,Norway_Usage
4,Pigs,Boars,,,,,,,,,,,,,,,,
5,Pigs,Meat pigs,Good Health,Absence of disease,Inappropriate water quality,Gastro-enteric disorders,Discomfort,High,Moderate,Abdominal discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
5,Pigs,Pregnant sows - Groups,Good Health,Absence of disease,Inappropriate water quality,Gastro-enteric disorders,Discomfort,High,Moderate,Abdominal discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
5,Pigs,Lactating sows - Pens,Good Health,Absence of disease,Inappropriate water quality,Gastro-enteric disorders,Discomfort,High,Moderate,Abdominal discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
5,Pigs,Unweaned piglets,Good Health,Absence of disease,Inappropriate water quality,Gastro-enteric disorders,Discomfort,High,Moderate,Abdominal discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
5,Pigs,Boars,Good Health,Absence of disease,Inappropriate water quality,Gastro-enteric disorders,Discomfort,High,Moderate,Abdominal discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
6,Pigs,Meat pigs,,,,,,,,,,,,,,,,
6,Pigs,Pregnant sows - Groups,Good Health,Absence of disease,Lack of bulky or high-fibre food,Gastro-enteric disorders,Pain,High,Easy,Abdominal discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
6,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
6,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
6,Pigs,Boars,Good Health,Absence of disease,Lack of bulky or high-fibre food,Gastro-enteric disorders,Pain,High,Easy,Abdominal discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
7,Pigs,Meat pigs,Good Health,Absence of disease,Inadequate pest control,Gastro-enteric disorders,Discomfort,High,Easy,Abdominal or other discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
7,Pigs,Pregnant sows - Groups,Good Health,Absence of disease,Inadequate pest control,Gastro-enteric disorders,Discomfort,High,Easy,Abdominal or other discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
7,Pigs,Lactating sows - Pens,Good Health,Absence of disease,Inadequate pest control,Gastro-enteric disorders,Discomfort,High,Easy,Abdominal or other discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
7,Pigs,Unweaned piglets,Good Health,Absence of disease,Inadequate pest control,Gastro-enteric disorders,Discomfort,High,Easy,Abdominal or other discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
7,Pigs,Boars,Good Health,Absence of disease,Inadequate pest control,Gastro-enteric disorders,Discomfort,High,Easy,Abdominal or other discomfort ,Welfare outcome ,Health/physical/production,Moderate,Low,14,,F,Y
8,Pigs,Meat pigs,,,,,,,,,,,,,,,,
8,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of other behaviours,Provision of inappropriate or poor quality enrichment material such as chains or tyres ,General disruption of behaviour,Frustration,Low,Easy,Abnormal behaviour,Welfare outcome,Behavioural,Moderate,Medium,14,,"F, R",Y
8,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
8,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
8,Pigs,Boars,,,,,,,,,,,,,,,,
9,Pigs,Meat pigs,Good Health,Absence of disease,Inappropriate diet,Gastro-enteric disorders,Discomfort,High,Easy,Abnormal faeces,Welfare outcome ,Health/physical/production,Easy,Low,,17b,F,Y
9,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
9,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
9,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
9,Pigs,Boars,,,,,,,,,,,,,,,,
10,Pigs,Meat pigs,Good Health,Absence of disease,Inappropriate materials in feed,Gastro-enteric disorders,Pain,High,Easy,Abnormal faeces,Welfare outcome ,Health/physical/production,Easy,Low,,17b,F,Y
10,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
10,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
10,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
10,Pigs,Boars,,,,,,,,,,,,,,,,
11,Pigs,Meat pigs,Good Health,Absence of disease,Inappropriate perforation of slats to keep pen clean from manure and urine ,Gastro-enteric disorders,Pain,High,Moderate,Abnormal faeces,Welfare outcome ,Health/physical/production,Easy,Low,,17b,F,Y
11,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
11,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
11,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
11,Pigs,Boars,,,,,,,,,,,,,,,,
12,Pigs,Meat pigs,Good Health,Absence of disease,Inappropriate water quality,Gastro-enteric disorders,Discomfort,High,Moderate,Abnormal faeces,Welfare outcome ,Health/physical/production,Easy,Low,,17b,F,Y
12,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
12,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
12,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
12,Pigs,Boars,,,,,,,,,,,,,,,,
13,Pigs,Meat pigs,Good Health,Absence of disease,Inadequate pest control,Gastro-enteric disorders,Discomfort,High,Easy,Abnormal faeces,Welfare outcome ,Health/physical/production,Easy,Low,,17b,F,Y
13,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
13,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
13,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
13,Pigs,Boars,,,,,,,,,,,,,,,,
14,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
14,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
14,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
14,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
14,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
15,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Grouping of pigs of different age and/or size,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
15,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
15,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
15,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
15,Pigs,Boars,,,,,,,,,,,,,,,,
16,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
16,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
16,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
16,Pigs,Unweaned piglets,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
16,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
17,Pigs,Meat pigs,,,,,,,,,,,,,,,,
17,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Lack of bulky or high-fibre food,Group (social) stress,Frustration,Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
17,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
17,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
17,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Lack of bulky or high-fibre food,Group (social) stress,Frustration,Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
18,Pigs,Meat pigs,,,,,,,,,,,,,,,,
18,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor flooring conditions,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
18,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
18,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
18,Pigs,Boars,,,,,,,,,,,,,,,,
19,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (lack of barriers/dividers in pens),Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
19,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (lack of barriers/dividers in pens),Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
19,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
19,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
19,Pigs,Boars,,,,,,,,,,,,,,,,
20,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (open sides between adjacent pens),Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
20,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (open sides between adjacent pens),Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
20,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
20,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
20,Pigs,Boars,,,,,,,,,,,,,,,,
21,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
21,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
21,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
21,Pigs,Unweaned piglets,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
21,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
22,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
22,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
22,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
22,Pigs,Unweaned piglets,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
22,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
23,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Competition/aggressive interactions during feeding,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
23,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Competition/aggressive interactions during feeding,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
23,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
23,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
23,Pigs,Boars,,,,,,,,,,,,,,,,
24,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Lack of overall space,Group (social) stress,Di(stress),Low,Difficult,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
24,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
24,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
24,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
24,Pigs,Boars,,,,,,,,,,,,,,,,
25,Pigs,Meat pigs,,,,,,,,,,,,,,,,
25,Pigs,Pregnant sows - Groups,Appropiate behaviour,Positive emotional state,Excessive mating behaviour between group housed dry stalls in oestrus,Group (social) stress,Di(stress),Low,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
25,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
25,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
25,Pigs,Boars,,,,,,,,,,,,,,,,
26,Pigs,Meat pigs,,,,,,,,,,,,,,,,
26,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Aggression during mixing of sows ,Locomotor disorders (including lameness),Pain,High,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,16,17b,F,Y
26,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
26,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
26,Pigs,Boars,,,,,,,,,,,,,,,,
27,Pigs,Meat pigs,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,15,17b,F,Y
27,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,15,17b,F,Y
27,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
27,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
27,Pigs,Boars,,,,,,,,,,,,,,,,
28,Pigs,Meat pigs,,,,,,,,,,,,,,,,
28,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Excessive mating behaviour between group housed dry sows in oestrus,Locomotor disorders (including lameness),Pain,High,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,16,17b,F,Y
28,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
28,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
28,Pigs,Boars,,,,,,,,,,,,,,,,
29,Pigs,Meat pigs,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,14,17b,F,Y
29,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,14,17b,F,Y
29,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
29,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
29,Pigs,Boars,,,,,,,,,,,,,,,,
30,Pigs,Meat pigs,,,,,,,,,,,,,,,,
30,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Insufficient space allowance in loose housed sows (inability to resolve social conflicts),Locomotor disorders (including lameness),Pain,High,Moderate,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,16,17b,F,Y
30,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
30,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
30,Pigs,Boars,,,,,,,,,,,,,,,,
31,Pigs,Meat pigs,,,,,,,,,,,,,,,,
31,Pigs,Pregnant sows - Groups,Good Health,Absence of disease,Over-feeding ,Locomotor disorders (including lameness),Pain,High,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,0,17b,F,Y
31,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
31,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
31,Pigs,Boars,,,,,,,,,,,,,,,,
32,Pigs,Meat pigs,Good Health,Absence of disease,"Too high energy and protein content in diet (produces leg disorders, EFSA 2007)",Locomotor disorders (including lameness),Pain,High,Easy,Abnormal gait,Welfare outcome,Health/physical/production ,Moderate,Low,0,17b,F,Y
32,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
32,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
32,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
32,Pigs,Boars,,,,,,,,,,,,,,,,
33,Pigs,Meat pigs,,,,,,,,,,,,,,,,
33,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
33,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of other behaviours,Insufficient / inappropriate nest building material,General disruption of behaviour,Frustration,Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
33,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
33,Pigs,Boars,,,,,,,,,,,,,,,,
34,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
34,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
34,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
34,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
34,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
35,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Grouping of pigs of different age and/or size,Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,14,,"F, R",Y
35,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
35,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
35,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
35,Pigs,Boars,,,,,,,,,,,,,,,,
36,Pigs,Meat pigs,,,,,,,,,,,,,,,,
36,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,14,,"F, R",Y
36,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,14,,"F, R",Y
36,Pigs,Unweaned piglets,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,14,,"F, R",Y
36,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,14,,"F, R",Y
37,Pigs,Meat pigs,,,,,,,,,,,,,,,,
37,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Lack of bulky or high-fibre food,Group (social) stress,Frustration,Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
37,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
37,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
37,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Lack of bulky or high-fibre food,Group (social) stress,Frustration,Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
38,Pigs,Meat pigs,,,,,,,,,,,,,,,,
38,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor flooring conditions,Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,16,,"F, R",Y
38,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
38,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
38,Pigs,Boars,,,,,,,,,,,,,,,,
39,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (lack of barriers/dividers in pens),Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,17,,"F, R",Y
39,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (lack of barriers/dividers in pens),Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,17,,"F, R",Y
39,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
39,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
39,Pigs,Boars,,,,,,,,,,,,,,,,
40,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (open sides between adjacent pens),Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,14,,"F, R",Y
40,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (open sides between adjacent pens),Group (social) stress,Di(stress),Low,Moderate,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,14,,"F, R",Y
40,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
40,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
40,Pigs,Boars,,,,,,,,,,,,,,,,
41,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural ,Moderate,Low,14,,"F, R",Y
41,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural ,Moderate,Low,14,,"F, R",Y
41,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural ,Moderate,Low,14,,"F, R",Y
