ID,Species,Animal_Class,WQ_Principles,WQ_Criteria,Welfare_Hazards_Animal,Welfare_Hazards_Consequences,Welfare_Hazards_Affective_States,Welfare_Hazards_Impact,Ease_of_Hazard_Mitigation,Welfare_Indicator,Indicator_Type,Indicator_Dimensions,Indicator_Ease,Indicator_Resources,Hazards_Source_1,Hazards_Source_2,Global_Usage,Norway_Usage
4,Sheep,Lambs from winter housed,Appropiate behaviour,Expression of social behaviours,High stocking density indoors,Group (social) stress,Di(stress),Low,Easy,Agonistic behaviour,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
5,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Anti-predator behaviour,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",N
5,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Anti-predator behaviour,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",N
5,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Anti-predator behaviour,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",N
5,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Anti-predator behaviour,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",N
6,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Tethering/restraining lactating ewes (e.g. use of lamb adopter),Environmental stress,Di(stress),Low,Moderate,Attempts to escape,Welfare outcome,Behavioural,Moderate,Low,25,,F,Y
6,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
6,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Tethering/restraining lactating ewes (e.g. use of lamb adopter),Environmental stress,Di(stress),Low,Moderate,Attempts to escape,Welfare outcome,Behavioural,Moderate,Low,25,,F,Y
6,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
7,Sheep,Adults - Outside year-round,Good Housing,Ease of movement,Tethering/restraining lactating ewes (e.g. use of lamb adopter),Restriction of movement,Frustration,High,Moderate,Attempts to escape,Welfare outcome,Behavioural,Moderate,Low,25,,F,Y
7,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
7,Sheep,Adults - Outside/winter housed,Good Housing,Ease of movement,Tethering/restraining lactating ewes (e.g. use of lamb adopter),Restriction of movement,Frustration,High,Moderate,Attempts to escape,Welfare outcome,Behavioural,Moderate,Low,25,,F,Y
7,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
8,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
8,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
8,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
8,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
9,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
9,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
9,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
9,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Attempts to re-join flock,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
10,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Temporary separation of lamb from ewe,Separation stress,Di(stress),High,Moderate,Attempts to re-unite with lamb/ewe,Welfare outcome,Behavioural,Moderate,Low,25,,F,N  
10,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Temporary separation of lamb from ewe,Separation stress,Di(stress),High,Moderate,Attempts to re-unite with lamb/ewe,Welfare outcome,Behavioural,Moderate,Low,25,,F,N  
10,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Temporary separation of lamb from ewe,Separation stress,Di(stress),High,Moderate,Attempts to re-unite with lamb/ewe,Welfare outcome,Behavioural,Moderate,Low,25,,F,N  
10,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Temporary separation of lamb from ewe,Separation stress,Di(stress),High,Moderate,Attempts to re-unite with lamb/ewe,Welfare outcome,Behavioural,Moderate,Low,25,,F,N  
11,Sheep,Adults - Outside year-round,Appropiate behaviour,Good human-animal relationship,No or little inspection of animals,General disruption of behaviour,Fear,Low,Easy,Avoidance/approach distance,Welfare outcome,Behavioural,Moderate,Medium,24,,R,N (research only)
11,Sheep,Lambs from outside year round,Appropiate behaviour,Good human-animal relationship,No or little inspection of animals,General disruption of behaviour,Fear,Low,Easy,Avoidance/approach distance,Welfare outcome,Behavioural,Moderate,Medium,24,,R,N (research only)
11,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Good human-animal relationship,No or little inspection of animals,General disruption of behaviour,Fear,Low,Easy,Avoidance/approach distance,Welfare outcome,Behavioural,Moderate,Medium,24,,R,N (research only)
11,Sheep,Lambs from winter housed,Appropiate behaviour,Good human-animal relationship,No or little inspection of animals,General disruption of behaviour,Fear,Low,Easy,Avoidance/approach distance,Welfare outcome,Behavioural,Moderate,Medium,24,,R,N (research only)
12,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Internal parasites,Gastro-enteric disorders,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
12,Sheep,Lambs from outside year round,Good Health,Absence of disease,Internal parasites,Gastro-enteric disorders,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
12,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Internal parasites,Gastro-enteric disorders,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
12,Sheep,Lambs from winter housed,Good Health,Absence of disease,Internal parasites,Gastro-enteric disorders,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
13,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
13,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
13,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
13,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
14,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Poor dental health,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,25,,F,Y
14,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
14,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Poor dental health,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring,Welfare outcome,Health/physical/production,Moderate,Low,25,,F,Y
14,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
15,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Insufficient grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
15,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged hunger,Insufficient grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
15,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Insufficient grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
15,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged hunger,Insufficient grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
16,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Lack of grazing supplementation  ,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
16,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged hunger,Lack of grazing supplementation  ,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
16,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Lack of grazing supplementation  ,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
16,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged hunger,Lack of grazing supplementation  ,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
17,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Low nutritional value of grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
17,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged hunger,Low nutritional value of grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
17,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Low nutritional value of grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
17,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged hunger,Low nutritional value of grazing,Prolonged hunger,Discomfort,High,Moderate,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
18,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Stocking rate too high,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
18,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged hunger,Stocking rate too high,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
18,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Stocking rate too high,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
18,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged hunger,Stocking rate too high,Prolonged hunger,Discomfort,High,Easy,Body condition scoring ,Welfare outcome,Health/physical/production,Moderate,Low,24,,F,Y
19,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor indoor air quality,Respiratory disorders,Discomfort,High,Moderate,Coughing,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
19,Sheep,Lambs from outside year round,Good Health,Absence of disease,Poor indoor air quality,Respiratory disorders,Discomfort,High,Moderate,Coughing,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
19,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor indoor air quality,Respiratory disorders,Discomfort,High,Moderate,Coughing,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
19,Sheep,Lambs from winter housed,Good Health,Absence of disease,Poor indoor air quality,Respiratory disorders,Discomfort,High,Moderate,Coughing,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
20,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
20,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
20,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor management of bedding (in bedded systems),Respiratory disorders,Discomfort,High,Easy,Coughing,Welfare outcome,Health/physical/production,Easy,Low,,,F,Y
20,Sheep,Lambs from winter housed,Good Health,Absence of disease,Poor management of bedding (in bedded systems),Respiratory disorders,Discomfort,High,Easy,Coughing,Welfare outcome,Health/physical/production,Easy,Low,,,F,Y
21,Sheep,Adults - Outside year-round,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Ear lesions,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
21,Sheep,Lambs from outside year round,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Ear lesions,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
21,Sheep,Adults - Outside/winter housed,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Ear lesions,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
21,Sheep,Lambs from winter housed,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Ear lesions,Welfare outcome,Health/physical/production,Easy,Low,25,,F,Y
22,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Delayed lambing intervention,Mortality,Di(stress),High,Easy,Ewe mortality,Management input,,Easy,Low,25,,F,Y
22,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
22,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Delayed lambing intervention,Mortality,Di(stress),High,Easy,Ewe mortality,Management input,,Easy,Low,25,,F,Y
22,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
23,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor supervision of lambing,Mortality,Di(stress),High,Easy,Ewe mortality,Management input,,Easy,Low,24,,F,Y
23,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
23,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor supervision of lambing,Mortality,Di(stress),High,Easy,Ewe mortality,Management input,,Easy,Low,24,,F,Y
23,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
24,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
24,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
24,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
24,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
25,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Inadequate hoof trimming,Locomotor disorders (including lameness),Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
25,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
25,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Inadequate hoof trimming,Locomotor disorders (including lameness),Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
25,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
26,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
26,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
26,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Inappropriate or damaged slats (in slatted systems),Locomotor disorders (including lameness),Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
26,Sheep,Lambs from winter housed,Good Health,Absence of disease,Inappropriate or damaged slats (in slatted systems),Locomotor disorders (including lameness),Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
27,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Delayed lambing intervention,Reproductive disorders,Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
27,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
27,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Delayed lambing intervention,Reproductive disorders,Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
27,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
28,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
28,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
28,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
28,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
29,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
29,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
29,Sheep,Adults - Outside/winter housed,Good Health,Absence of injuries,Inappropriate or damaged slats (in slatted systems),Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
29,Sheep,Lambs from winter housed,Good Health,Absence of injuries,Inappropriate or damaged slats (in slatted systems),Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
30,Sheep,Adults - Outside year-round,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
30,Sheep,Lambs from outside year round,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
30,Sheep,Adults - Outside/winter housed,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
30,Sheep,Lambs from winter housed,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
31,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
31,Sheep,Lambs from outside year round,Good Health,Absence of pain induced by management procedures,Pain caused by ear tagging / notching / tattooing,Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
31,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
31,Sheep,Lambs from winter housed,Good Health,Absence of pain induced by management procedures,Pain caused by ear tagging / notching / tattooing,Soft tissue lesions and integument damage,Pain,High,Moderate,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
32,Sheep,Adults - Outside year-round,Good Health,Absence of pain induced by management procedures,Unskilled or rough shearing,Soft tissue lesions and integument damage,Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
32,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
32,Sheep,Adults - Outside/winter housed,Good Health,Absence of pain induced by management procedures,Unskilled or rough shearing,Soft tissue lesions and integument damage,Pain,High,Easy,Facial expression scoring,Welfare outcome,Behavioural,Moderate,Medium,,26,R,N (research only)
32,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
33,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Becoming lost/trapped/injured in extensive system,Mortality,Di(stress),High,Moderate,Flock records (death due to becoming lost/trapped/injured),Management input,,Easy,Low,,,F,Y
33,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
33,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Becoming lost/trapped/injured in extensive system,Mortality,Di(stress),High,Moderate,Flock records (death due to becoming lost/trapped/injured),Management input,,Easy,Low,,,F,Y
33,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
34,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
34,Sheep,Lambs from outside year round,Good Health,Absence of disease,Becoming lost/trapped/injured in extensive system,Mortality,Di(stress),High,Moderate,Flock records (death due to becoming lost/trapped/injured),Management input,,Easy,Low,,,F,Y
34,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
34,Sheep,Lambs from winter housed,Good Health,Absence of disease,Becoming lost/trapped/injured in extensive system,Mortality,Di(stress),High,Moderate,Flock records (death due to becoming lost/trapped/injured),Management input,,Easy,Low,,,F,Y
35,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,Flock records (dental health) ,Management input,,Easy,Low,25,,F,Y
35,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
35,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,Flock records (dental health) ,Management input,,Easy,Low,25,,F,Y
35,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
36,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Poor dental health,Prolonged hunger,Discomfort,High,Moderate,Flock records (dental health) ,Management input,,Easy,Low,25,,F,Y
36,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
36,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Poor dental health,Prolonged hunger,Discomfort,High,Moderate,Flock records (dental health) ,Management input,,Easy,Low,25,,F,Y
36,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
37,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
37,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
37,Sheep,Adults - Outside/winter housed,Good Health,Absence of injuries,Inappropriate or damaged slats (in slatted systems),Soft tissue lesions and integument damage,Pain,High,Moderate,Foot and leg injuries,Welfare outcome,Health/physical/production ,Easy,Low,,,F,Y
37,Sheep,Lambs from winter housed,Good Health,Absence of injuries,Inappropriate or damaged slats (in slatted systems),Soft tissue lesions and integument damage,Pain,High,Moderate,Foot and leg injuries,Welfare outcome,Health/physical/production ,Easy,Low,,,F,Y
38,Sheep,Adults - Outside year-round,Good Health,Absence of injuries,Inability to escape from predators,Bone lesions (incl. fractures and dislocations),Pain,High,Moderate,Fractures and other injuries,Welfare outcome,Health/physical/production ,Easy,Low,24,,F,Y
38,Sheep,Lambs from outside year round,Good Health,Absence of injuries,Inability to escape from predators,Bone lesions (incl. fractures and dislocations),Pain,High,Moderate,Fractures and other injuries,Welfare outcome,Health/physical/production ,Easy,Low,24,,F,Y
38,Sheep,Adults - Outside/winter housed,Good Health,Absence of injuries,Inability to escape from predators,Bone lesions (incl. fractures and dislocations),Pain,High,Moderate,Fractures and other injuries,Welfare outcome,Health/physical/production ,Easy,Low,24,,F,Y
38,Sheep,Lambs from winter housed,Good Health,Absence of injuries,Inability to escape from predators,Bone lesions (incl. fractures and dislocations),Pain,High,Moderate,Fractures and other injuries,Welfare outcome,Health/physical/production ,Easy,Low,24,,F,Y
39,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
39,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
